21911,/2023-9-10/,17,78.5,68.3,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",5.0,11.4,0.0,0.946
21921,/2023-9-10/,7,78.8,68.7,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",5.9,10.3,0.0,0.691
20743,/2023-9-11/,8,85.0,70.3,Partly cloudy throughout the day with rain clearing later.,"Rain, Partially cloudy",10.4,26.1,0.0,0.237
20616,/2023-9-10/,7,79.7,68.9,Partly cloudy throughout the day with a chance of rain throughout the day.,"Rain, Partially cloudy",5.2,8.1,0.0,0.19
20627,/2023-9-15/,7,74.7,57.8,Clear conditions throughout the day.,Clear,11.4,28.9,0.0,0.0
20650,/2023-9-15/,1613,74.3,57.0,Clear conditions throughout the day.,Clear,10.5,29.2,0.0,0.0
20678,/2023-9-15/,24,74.8,58.7,Clear conditions throughout the day.,Clear,13.8,33.3,0.0,0.0
20735,/2023-9-15/,12,73.9,54.8,Clear conditions throughout the day.,Clear,14.5,25.3,0.0,0.0
20853,/2023-9-15/,5,74.7,52.3,Clear conditions throughout the day.,Clear,8.5,25.3,0.0,0.0
20904,/2023-9-15/,6,75.2,53.7,Clear conditions throughout the day.,Clear,10.0,25.3,0.0,0.0
20910,/2023-9-15/,1302,75.4,55.6,Clear conditions throughout the day.,Clear,13.0,25.3,0.0,0.0
20882,/2023-9-10/,5,79.9,66.2,Partly cloudy throughout the day.,Partially cloudy,6.6,10.3,0.0,0.0
21042,/2023-9-10/,32,80.7,68.5,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",6.5,17.2,0.0,0.063
21202,/2023-9-10/,17,80.8,69.9,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",7.2,17.2,0.0,0.041
21009,/2023-8-31/,11,80.4,63.7,Partly cloudy throughout the day.,Partially cloudy,15.1,23.0,0.0,0.0
21061,/2023-8-31/,5,82.7,66.9,Clearing in the afternoon.,Partially cloudy,17.1,28.9,0.0,0.0
21133,/2023-8-31/,8,81.3,65.1,Partly cloudy throughout the day.,Partially cloudy,14.4,27.7,0.0,0.0
21230,/2023-8-31/,33,81.8,66.2,Clearing in the afternoon.,Partially cloudy,15.7,27.7,0.0,0.0
21244,/2023-8-31/,7,81.5,65.5,Partly cloudy throughout the day.,Partially cloudy,14.7,27.7,0.0,0.0
21702,/2023-8-31/,9,75.7,57.9,Clear conditions throughout the day.,Clear,10.5,24.2,0.0,0.0
21771,/2023-9-10/,15,79.4,66.8,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",6.1,11.4,0.0,0.072
21773,/2023-8-31/,36,75.5,57.6,Clear conditions throughout the day.,Clear,13.0,24.2,0.0,0.0
20854,/2023-9-11/,11,84.6,67.8,Partly cloudy throughout the day with rain clearing later.,"Rain, Partially cloudy",11.3,26.4,0.0,0.511
20874,/2023-9-11/,51,84.3,67.4,Partly cloudy throughout the day with rain clearing later.,"Rain, Partially cloudy",11.9,17.7,0.0,0.44
20902,/2023-9-11/,22,84.9,68.6,Partly cloudy throughout the day with rain clearing later.,"Rain, Partially cloudy",10.3,26.3,0.0,0.311
21050,/2023-9-11/,17,83.2,69.2,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",11.6,18.3,0.0,0.097
21078,/2023-9-11/,18,83.4,68.5,Partly cloudy throughout the day with a chance of rain throughout the day.,"Rain, Partially cloudy",12.2,9.2,0.0,0.528
21113,/2023-9-11/,32,83.8,71.8,Partly cloudy throughout the day with rain clearing later.,"Rain, Partially cloudy",8.4,18.3,0.0,1.146
21161,/2023-9-11/,6,81.9,67.3,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",9.6,11.4,0.0,0.017
21206,/2023-9-11/,21,83.2,70.1,Partly cloudy throughout the day with rain clearing later.,"Rain, Partially cloudy",9.8,18.3,0.0,0.364
21208,/2023-9-11/,25,83.7,70.5,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",9.5,18.3,0.0,0.534
21133,/2023-9-10/,92,80.5,68.9,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",6.0,17.2,0.0,0.088
21401,/2023-9-10/,48,80.9,71.9,Partly cloudy throughout the day with morning rain.,"Rain, Partially cloudy",10.2,17.2,0.0,0.122
21794,/2023-9-10/,39,80.5,67.6,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",6.1,17.2,0.0,0.062
21911,/2023-9-10/,10,78.5,68.3,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",5.0,11.4,0.0,0.946
21212,/2023-9-11/,8,83.6,70.3,Partly cloudy throughout the day with rain clearing later.,"Rain, Partially cloudy",9.6,18.3,0.0,0.491
21215,/2023-9-11/,15,83.9,70.5,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",9.5,18.3,0.0,0.562
21219,/2023-9-8/,9,89.9,71.0,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",8.5,29.8,0.0,0.054
21401,/2023-9-8/,27,88.1,74.9,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",12.6,31.1,0.0,0.061
21612,/2023-9-8/,10,88.4,73.1,Clear conditions throughout the day with late afternoon rain.,Rain,12.2,20.8,0.0,0.044
21613,/2023-9-8/,7,91.4,71.8,Clear conditions throughout the day.,Clear,10.4,23.0,0.0,0.0
21701,/2023-9-8/,11,84.1,64.4,Partly cloudy throughout the day with late afternoon rain.,"Rain, Partially cloudy",6.3,21.9,0.0,0.101
21795,/2023-9-8/,74,82.0,66.1,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",9.3,12.8,0.0,0.101
21921,/2023-9-8/,46,89.7,69.0,Clear conditions throughout the day with rain.,Rain,17.3,35.6,0.0,0.092
20657,/2023-9-10/,5,84.2,72.9,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",13.3,24.2,0.0,0.769
20722,/2023-9-10/,9,79.2,69.9,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",6.0,9.2,0.0,0.218
20737,/2023-9-10/,15,79.1,69.6,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",6.4,9.2,0.0,0.231
20740,/2023-9-10/,10,79.1,69.5,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",6.3,10.3,0.0,0.2
20743,/2023-9-10/,27,78.9,69.2,Partly cloudy throughout the day with a chance of rain throughout the day.,"Rain, Partially cloudy",6.7,10.3,0.0,0.282
20747,/2023-9-10/,63,78.5,68.1,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",7.5,10.3,0.0,0.355
21048,/2023-9-10/,14,80.6,69.1,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",7.3,17.2,0.0,0.23
21133,/2023-9-10/,16,80.5,68.9,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",6.0,17.2,0.0,0.088
21208,/2023-9-10/,46,80.4,69.3,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",6.3,17.2,0.0,0.073
20912,/2023-9-15/,14,75.4,56.0,Clear conditions throughout the day.,Clear,13.6,25.3,0.0,0.0
21206,/2023-9-15/,28,76.2,55.6,Clear conditions throughout the day.,Clear,10.1,23.0,0.0,0.0
21215,/2023-9-3/,49,95.9,65.4,Partly cloudy throughout the day.,Partially cloudy,11.1,18.3,0.0,0.0
21230,/2023-9-11/,9,84.1,70.8,Partly cloudy throughout the day with rain clearing later.,"Rain, Partially cloudy",9.2,18.3,0.0,0.751
21722,/2023-9-11/,7,82.7,67.4,Partly cloudy throughout the day with early morning rain.,"Rain, Partially cloudy",10.8,18.8,0.0,0.218
20710,/2023-9-5/,42,95.9,75.0,Partly cloudy throughout the day.,Partially cloudy,10.2,17.2,0.0,0.0
20744,/2023-9-5/,6,96.1,73.2,Partly cloudy throughout the day.,Partially cloudy,10.3,17.2,0.0,0.0
20850,/2023-9-5/,8,96.4,68.4,Clear conditions throughout the day.,Clear,7.4,20.8,0.0,0.0
21042,/2023-9-5/,11,97.6,74.7,Partly cloudy throughout the day.,Partially cloudy,9.0,18.3,0.0,0.0
21050,/2023-9-5/,27,95.4,74.8,Partly cloudy throughout the day.,Partially cloudy,8.3,18.3,0.0,0.0
21093,/2023-9-5/,22,96.3,77.4,Partly cloudy throughout the day.,Partially cloudy,7.5,18.3,0.0,0.0
21205,/2023-9-5/,28,96.0,77.3,Partly cloudy throughout the day.,Partially cloudy,8.4,18.3,0.0,0.0
20879,/2023-9-10/,51,80.0,65.9,Partly cloudy throughout the day.,Partially cloudy,6.9,9.2,0.0,0.0
20910,/2023-9-10/,38,79.1,69.4,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",5.8,10.3,0.0,0.15
21042,/2023-9-10/,31,80.7,68.5,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",6.5,17.2,0.0,0.063
21111,/2023-8-31/,7,80.1,61.1,Clear conditions throughout the day.,Clear,11.6,23.0,0.0,0.0
21152,/2023-8-31/,34,80.5,64.6,Clearing in the afternoon.,Partially cloudy,13.0,23.6,0.0,0.0
21212,/2023-8-31/,109,80.9,65.2,Clearing in the afternoon.,Partially cloudy,14.2,25.9,0.0,0.0
21215,/2023-8-31/,158,81.6,65.6,Clearing in the afternoon.,Partially cloudy,15.2,27.7,0.0,0.0
21220,/2023-8-31/,42,78.8,64.4,Clear conditions throughout the day.,Clear,17.1,23.3,0.0,0.0
20737,/2023-9-1/,5,78.8,58.2,Clear conditions throughout the day.,Clear,9.5,10.3,0.0,0.0
20740,/2023-9-1/,362,79.0,58.1,Clear conditions throughout the day.,Clear,8.9,11.4,0.0,0.0
21108,/2023-9-8/,28,91.0,71.9,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",9.0,29.8,0.0,0.052
21061,/2023-9-10/,5,80.9,69.4,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",7.0,17.2,0.0,0.062
21084,/2023-9-10/,5,79.1,68.9,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",5.6,17.2,0.0,0.155
21131,/2023-9-10/,63,79.4,69.5,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",6.4,17.2,0.0,0.117
21136,/2023-9-10/,13,80.4,69.1,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",6.1,17.2,0.0,0.158
21154,/2023-9-10/,10,78.7,67.1,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",6.1,16.1,0.0,0.564
21163,/2023-9-10/,86,80.6,68.1,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",6.1,17.2,0.0,0.072
21218,/2023-9-5/,235,96.1,77.3,Partly cloudy throughout the day.,Partially cloudy,8.6,18.3,0.0,0.0
21286,/2023-9-5/,11,96.2,77.5,Partly cloudy throughout the day.,Partially cloudy,7.4,18.3,0.0,0.0
21601,/2023-9-5/,57,93.1,75.4,Clear conditions throughout the day.,Clear,10.3,20.8,0.0,0.0
21223,/2023-9-10/,32,80.8,69.7,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",7.1,17.2,0.0,0.048
21771,/2023-9-10/,13,79.4,66.8,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",6.1,11.4,0.0,0.072
21701,/2023-9-8/,116,84.1,64.4,Partly cloudy throughout the day with late afternoon rain.,"Rain, Partially cloudy",6.3,21.9,0.0,0.101
21074,/2023-9-5/,5,96.4,73.3,Clear conditions throughout the day.,Clear,8.8,18.3,0.0,0.0
21795,/2023-9-8/,217,82.0,66.1,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",9.3,12.8,0.0,0.101
20876,/2023-9-10/,5,79.9,66.1,Partly cloudy throughout the day.,Partially cloudy,6.7,10.3,0.0,0.0
20902,/2023-9-10/,10,79.5,68.1,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",6.4,10.3,0.0,0.101
20910,/2023-9-10/,50,79.1,69.4,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",5.8,10.3,0.0,0.15
21001,/2023-9-10/,21,79.1,68.9,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",7.3,17.2,0.0,0.16
21013,/2023-9-10/,45,79.3,69.5,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",7.0,17.2,0.0,0.102
21014,/2023-9-10/,7,79.1,68.6,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",7.7,17.2,0.0,0.087
21030,/2023-9-10/,13,80.0,69.4,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",7.1,17.2,0.0,0.077
21037,/2023-9-10/,17,80.8,71.8,Partly cloudy throughout the day with morning rain.,"Rain, Partially cloudy",9.8,17.2,0.0,0.125
21015,/2023-9-13/,39,82.8,66.6,Partly cloudy throughout the day with rain clearing later.,"Rain, Partially cloudy",12.1,28.4,0.0,0.834
21054,/2023-9-8/,10,90.0,73.0,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",10.3,29.8,0.0,0.052
21061,/2023-9-8/,12,91.7,71.3,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",8.3,29.8,0.0,0.052
21136,/2023-9-8/,242,90.6,69.1,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",6.9,29.8,0.0,0.081
21157,/2023-9-8/,5,89.5,66.3,Clear conditions throughout the day with late afternoon rain.,Rain,5.8,13.9,0.0,0.051
21771,/2023-9-8/,25,88.9,66.7,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",8.5,29.8,0.0,0.19
21042,/2023-9-10/,23,80.7,68.5,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",6.5,17.2,0.0,0.063
21057,/2023-9-10/,7,79.9,70.2,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",8.3,17.2,0.0,0.05
21060,/2023-9-10/,6,80.8,70.1,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",7.0,17.2,0.0,0.068
21084,/2023-9-10/,9,79.1,68.9,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",5.6,17.2,0.0,0.155
20603,/2023-9-8/,11,91.6,71.0,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",11.4,31.1,0.0,0.251
21157,/2023-9-8/,6,89.5,66.3,Clear conditions throughout the day with late afternoon rain.,Rain,5.8,13.9,0.0,0.051
21286,/2023-9-10/,36,80.1,70.4,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",7.9,17.2,0.0,0.048
21409,/2023-9-10/,10,80.8,71.9,Partly cloudy throughout the day with morning rain.,"Rain, Partially cloudy",9.9,17.2,0.0,0.116
21701,/2023-9-8/,10,84.1,64.4,Partly cloudy throughout the day with late afternoon rain.,"Rain, Partially cloudy",6.3,21.9,0.0,0.101
21795,/2023-9-8/,79,82.0,66.1,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",9.3,12.8,0.0,0.101
21087,/2023-9-10/,6,80.5,70.2,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",10.3,17.2,0.0,0.015
21093,/2023-9-10/,94,79.9,70.4,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",7.3,17.2,0.0,0.06
21104,/2023-9-10/,18,80.6,68.0,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",6.1,17.2,0.0,0.071
21111,/2023-9-10/,52,78.8,68.9,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",5.7,16.1,0.0,0.25
21122,/2023-9-10/,10,80.5,71.3,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",7.1,17.2,0.0,0.075
21131,/2023-9-10/,94,79.4,69.5,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",6.4,17.2,0.0,0.117
21133,/2023-9-10/,24,80.5,68.9,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",6.0,17.2,0.0,0.088
21136,/2023-9-10/,15,80.4,69.1,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",6.1,17.2,0.0,0.158
20653,/2023-9-8/,9,89.9,73.8,Partly cloudy throughout the day.,Partially cloudy,12.2,21.4,0.0,0.0
21157,/2023-9-1/,12,82.3,50.9,Clear conditions throughout the day.,Clear,5.7,11.4,0.0,0.0
21208,/2023-9-1/,13,79.3,59.3,Clear conditions throughout the day.,Clear,8.3,12.8,0.0,0.0
20854,/2023-9-8/,55,90.1,67.6,Becoming cloudy in the afternoon with late afternoon rain.,"Rain, Partially cloudy",10.2,23.0,0.0,0.287
20782,/2023-9-10/,7,79.1,69.7,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",6.0,9.2,0.0,0.198
20879,/2023-9-10/,19,80.0,65.9,Partly cloudy throughout the day.,Partially cloudy,6.9,9.2,0.0,0.0
21013,/2023-9-10/,25,79.3,69.5,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",7.0,17.2,0.0,0.102
21131,/2023-9-10/,36,79.4,69.5,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",6.4,17.2,0.0,0.117
21122,/2023-9-8/,61,89.8,72.4,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",9.6,29.8,0.0,0.054
21136,/2023-9-8/,240,90.6,69.1,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",6.9,29.8,0.0,0.081
21146,/2023-9-8/,73,89.0,73.8,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",11.3,29.8,0.0,0.056
21161,/2023-9-10/,5,78.6,68.8,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",5.9,16.1,0.0,0.26
21208,/2023-9-10/,22,80.4,69.3,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",6.3,17.2,0.0,0.073
21409,/2023-9-10/,12,80.8,71.9,Partly cloudy throughout the day with morning rain.,"Rain, Partially cloudy",9.9,17.2,0.0,0.116
21620,/2023-9-10/,84,80.2,71.9,Partly cloudy throughout the day with morning rain.,"Rain, Partially cloudy",8.2,16.1,0.0,0.077
21638,/2023-9-10/,9,80.8,71.8,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",9.5,17.2,0.0,0.086
21701,/2023-9-10/,12,74.9,65.2,Partly cloudy throughout the day.,Partially cloudy,5.7,10.3,0.0,0.0
21037,/2023-9-13/,9,82.2,70.0,Partly cloudy throughout the day with early morning rain.,"Rain, Partially cloudy",12.9,24.7,0.0,0.054
21050,/2023-9-13/,23,82.9,66.7,Partly cloudy throughout the day with rain clearing later.,"Rain, Partially cloudy",9.5,31.1,0.0,0.904
21057,/2023-9-13/,8,83.4,67.7,Partly cloudy throughout the day with rain clearing later.,"Rain, Partially cloudy",12.3,29.1,0.0,0.629
21085,/2023-9-13/,22,83.5,67.0,Partly cloudy throughout the day with rain clearing later.,"Rain, Partially cloudy",13.9,28.5,0.0,0.771
21087,/2023-9-13/,17,83.4,67.3,Partly cloudy throughout the day with rain clearing later.,"Rain, Partially cloudy",14.0,28.7,0.0,0.753
21617,/2023-9-8/,15,88.5,72.9,Partly cloudy throughout the day with late afternoon rain.,"Rain, Partially cloudy",12.8,20.8,0.0,0.056
21701,/2023-9-8/,16,84.1,64.4,Partly cloudy throughout the day with late afternoon rain.,"Rain, Partially cloudy",6.3,21.9,0.0,0.101
21795,/2023-9-8/,80,82.0,66.1,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",9.3,12.8,0.0,0.101
21154,/2023-9-10/,39,78.7,67.1,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",6.1,16.1,0.0,0.564
21204,/2023-9-10/,36,80.1,70.4,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",7.6,17.2,0.0,0.053
21207,/2023-9-10/,30,80.6,69.5,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",7.1,17.2,0.0,0.055
21208,/2023-9-10/,129,80.4,69.3,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",6.3,17.2,0.0,0.073
21218,/2023-9-10/,5,80.7,70.0,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",7.3,17.2,0.0,0.038
21220,/2023-9-10/,43,80.5,69.8,Partly cloudy throughout the day with morning rain.,"Rain, Partially cloudy",12.6,17.2,0.0,0.001
21223,/2023-9-10/,14,80.8,69.7,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",7.1,17.2,0.0,0.048
20876,/2023-9-3/,6,93.3,63.2,Clear conditions throughout the day.,Clear,12.4,20.3,0.0,0.0
21613,/2023-9-3/,47,89.7,64.5,Clear conditions throughout the day.,Clear,8.0,13.9,0.0,0.0
21146,/2023-9-8/,80,89.0,73.8,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",11.3,29.8,0.0,0.056
21401,/2023-9-8/,28,88.1,74.9,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",12.6,31.1,0.0,0.061
21795,/2023-9-8/,180,82.0,66.1,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",9.3,12.8,0.0,0.101
21617,/2023-9-10/,6,80.9,71.9,Partly cloudy throughout the day with morning rain.,"Rain, Partially cloudy",10.3,10.3,0.0,0.081
21713,/2023-9-10/,10,74.3,64.7,Partly cloudy throughout the day.,Partially cloudy,4.7,10.3,0.0,0.0
20650,/2023-9-3/,7,90.5,64.1,Clear conditions throughout the day.,Clear,10.8,11.4,0.0,0.0
20854,/2023-9-8/,22,90.1,67.6,Becoming cloudy in the afternoon with late afternoon rain.,"Rain, Partially cloudy",10.2,23.0,0.0,0.287
